chapter,chapter_title,article,article_title,sub_article,gdpr_text,href,clean_text
4,Controller and processor,26,Joint controllers,3,"Irrespective of the terms of the arrangement referred to in paragraph 1, the data subject may exercise his or her rights under this Regulation in respect of and against each of the controllers.",http://gdpr-info.eu/art-26-gdpr/,irrespective term arrangement referred paragraph data subject may exercise right regulation respect controller
4,Controller and processor,27,Representatives of controllers or processors not established in the Union,1,"Where Article 3(2) applies, the controller or the processor shall designate in writing a representative in the Union.",http://gdpr-info.eu/art-27-gdpr/,article applies controller processor shall designate writing representative union
4,Controller and processor,27,Representatives of controllers or processors not established in the Union,2,"The obligation laid down in paragraph 1 of this Article shall not apply to
processing which is occasional, does not include, on a large scale, processing of special categories of data as referred to in Article 9(1) or processing of personal data relating to criminal convictions and offences referred to in Article 10, and is unlikely to result in a risk to the rights and freedoms of natural persons, taking into account the nature, context, scope and purposes of the processing; or",http://gdpr-info.eu/art-27-gdpr/,obligation laid paragraph article shall apply processing occasional include large scale processing special category data referred article processing personal data relating criminal conviction offence referred article unlikely result risk right freedom natural person taking account nature context scope purpose processing
4,Controller and processor,27,Representatives of controllers or processors not established in the Union,3,a public authority or body.,http://gdpr-info.eu/art-27-gdpr/,public authority body
4,Controller and processor,27,Representatives of controllers or processors not established in the Union,4,"The representative shall be established in one of the Member States where the data subjects, whose personal data are processed in relation to the offering of goods or services to them, or whose behaviour is monitored, are.",http://gdpr-info.eu/art-27-gdpr/,representative shall established one member state data subject whose personal data processed relation offering good service whose behaviour monitored
4,Controller and processor,27,Representatives of controllers or processors not established in the Union,5,"The representative shall be mandated by the controller or processor to be addressed in addition to or instead of the controller or the processor by, in particular, supervisory authorities and data subjects, on all issues related to processing, for the purposes of ensuring compliance with this Regulation.",http://gdpr-info.eu/art-27-gdpr/,representative shall mandated controller processor addressed addition instead controller processor particular supervisory authority data subject issue related processing purpose ensuring compliance regulation
4,Controller and processor,27,Representatives of controllers or processors not established in the Union,6,The designation of a representative by the controller or processor shall be without prejudice to legal actions which could be initiated against the controller or the processor themselves.,http://gdpr-info.eu/art-27-gdpr/,designation representative controller processor shall without prejudice legal action could initiated controller processor
4,Controller and processor,28,Processor,1,"Where processing is to be carried out on behalf of a controller, the controller shall use only processors providing sufficient guarantees to implement appropriate technical and organisational measures in such a manner that processing will meet the requirements of this Regulation and ensure the protection of the rights of the data subject.",http://gdpr-info.eu/art-28-gdpr/,processing carried behalf controller controller shall use processor providing sufficient guarantee implement appropriate technical organisational measure manner processing meet requirement regulation ensure protection right data subject
4,Controller and processor,28,Processor,2,"The processor shall not engage another processor without prior specific or general written authorisation of the controller. 2In the case of general written authorisation, the processor shall inform the controller of any intended changes concerning the addition or replacement of other processors, thereby giving the controller the opportunity to object to such changes.",http://gdpr-info.eu/art-28-gdpr/,processor shall engage another processor without prior specific general written authorisation controller case general written authorisation processor shall inform controller intended change concerning addition replacement processor thereby giving controller opportunity object change
4,Controller and processor,28,Processor,3,"Processing by a processor shall be governed by a contract or other legal act under Union or Member State law, that is binding on the processor with regard to the controller and that sets out the subject-matter and duration of the processing, the nature and purpose of the processing, the type of personal data and categories of data subjects and the obligations and rights of the controller. 2That contract or other legal act shall stipulate, in particular, that the processor
processes the personal data only on documented instructions from the controller, including with regard to transfers of personal data to a third country or an international organisation, unless required to do so by Union or Member State law to which the processor is subject; in such a case, the processor shall inform the controller of that legal requirement before processing, unless that law prohibits such information on important grounds of public interest
ensures that persons authorised to process the personal data have committed themselves to confidentiality or are under an appropriate statutory obligation of confidentiality
takes all measures required pursuant to Article 32
respects the conditions referred to in paragraphs 2 and 4 for engaging another processor
taking into account the nature of the processing, assists the controller by appropriate technical and organisational measures, insofar as this is possible, for the fulfilment of the controller’s obligation to respond to requests for exercising the data subject’s rights laid down in Chapter III
assists the controller in ensuring compliance with the obligations pursuant to Articles 32 to 36 taking into account the nature of processing and the information available to the processor
at the choice of the controller, deletes or returns all the personal data to the controller after the end of the provision of services relating to processing, and deletes existing copies unless Union or Member State law requires storage of the personal data
makes available to the controller all information necessary to demonstrate compliance with the obligations laid down in this Article and allow for and contribute to audits, including inspections, conducted by the controller or another auditor mandated by the controller.",http://gdpr-info.eu/art-28-gdpr/,processing processor shall governed contract legal act union member state law binding processor regard controller set subjectmatter duration processing nature purpose processing type personal data category data subject obligation right controller contract legal act shall stipulate particular processor process personal data documented instruction controller including regard transfer personal data third country international organisation unless required union member state law processor subject case processor shall inform controller legal requirement processing unless law prohibits information important ground public interest ensures person authorised process personal data committed confidentiality appropriate statutory obligation confidentiality take measure required pursuant article respect condition referred paragraph engaging another processor taking account nature processing assist controller appropriate technical organisational measure insofar possible fulfilment controller obligation respond request exercising data subject right laid chapter iii assist controller ensuring compliance obligation pursuant article taking account nature processing information available processor choice controller deletes return personal data controller end provision service relating processing deletes existing copy unless union member state law requires storage personal data make available controller information necessary demonstrate compliance obligation laid article allow contribute audit including inspection conducted controller another auditor mandated controller
4,Controller and processor,28,Processor,4,"With regard to point (h) of the first subparagraph, the processor shall immediately inform the controller if, in its opinion, an instruction infringes this Regulation or other Union or Member State data protection provisions.",http://gdpr-info.eu/art-28-gdpr/,regard point h first subparagraph processor shall immediately inform controller opinion instruction infringes regulation union member state data protection provision
4,Controller and processor,29,Processing under the authority of the controller or processor,1,"The processor and any person acting under the authority of the controller or of the processor, who has access to personal data, shall not process those data except on instructions from the controller, unless required to do so by Union or Member State law.",http://gdpr-info.eu/art-29-gdpr/,processor person acting authority controller processor access personal data shall process data except instruction controller unless required union member state law
4,Controller and processor,30,Records of processing activities,1,"Each controller and, where applicable, the controller’s representative, shall maintain a record of processing activities under its responsibility. 2That record shall contain all of the following information
the name and contact details of the controller and, where applicable, the joint controller, the controller’s representative and the data protection officer
the purposes of the processing
a description of the categories of data subjects and of the categories of personal data
the categories of recipients to whom the personal data have been or will be disclosed including recipients in third countries or international organisations
where applicable, transfers of personal data to a third country or an international organisation, including the identification of that third country or international organisation and, in the case of transfers referred to in the second subparagraph of Article 49(1), the documentation of suitable safeguards
where possible, the envisaged time limits for erasure of the different categories of data
where possible, a general description of the technical and organisational security measures referred to in Article 32(1).",http://gdpr-info.eu/art-30-gdpr/,controller applicable controller representative shall maintain record processing activity responsibility record shall contain following information name contact detail controller applicable joint controller controller representative data protection officer purpose processing description category data subject category personal data category recipient personal data disclosed including recipient third country international organisation applicable transfer personal data third country international organisation including identification third country international organisation case transfer referred second subparagraph article documentation suitable safeguard possible envisaged time limit erasure different category data possible general description technical organisational security measure referred article
4,Controller and processor,30,Records of processing activities,2,"Each processor and, where applicable, the processor’s representative shall maintain a record of all categories of processing activities carried out on behalf of a controller, containing
the name and contact details of the processor or processors and of each controller on behalf of which the processor is acting, and, where applicable, of the controller’s or the processor’s representative, and the data protection officer
the categories of processing carried out on behalf of each controller
where applicable, transfers of personal data to a third country or an international organisation, including the identification of that third country or international organisation and, in the case of transfers referred to in the second subparagraph of Article 49(1), the documentation of suitable safeguards
where possible, a general description of the technical and organisational security measures referred to in Article 32(1).",http://gdpr-info.eu/art-30-gdpr/,processor applicable processor representative shall maintain record category processing activity carried behalf controller containing name contact detail processor processor controller behalf processor acting applicable controller processor representative data protection officer category processing carried behalf controller applicable transfer personal data third country international organisation including identification third country international organisation case transfer referred second subparagraph article documentation suitable safeguard possible general description technical organisational security measure referred article
4,Controller and processor,30,Records of processing activities,3,"The records referred to in paragraphs 1 and 2 shall be in writing, including in electronic form.",http://gdpr-info.eu/art-30-gdpr/,record referred paragraph shall writing including electronic form
4,Controller and processor,30,Records of processing activities,4,"The controller or the processor and, where applicable, the controller’s or the processor’s representative, shall make the record available to the supervisory authority on request.",http://gdpr-info.eu/art-30-gdpr/,controller processor applicable controller processor representative shall make record available supervisory authority request
4,Controller and processor,30,Records of processing activities,5,"The obligations referred to in paragraphs 1 and 2 shall not apply to an enterprise or an organisation employing fewer than 250 persons unless the processing it carries out is likely to result in a risk to the rights and freedoms of data subjects, the processing is not occasional, or the processing includes special categories of data as referred to in Article 9(1) or personal data relating to criminal convictions and offences referred to in Article 10.",http://gdpr-info.eu/art-30-gdpr/,obligation referred paragraph shall apply enterprise organisation employing fewer person unless processing carry likely result risk right freedom data subject processing occasional processing includes special category data referred article personal data relating criminal conviction offence referred article
4,Controller and processor,31,Cooperation with the supervisory authority,1,"The controller and the processor and, where applicable, their representatives, shall cooperate, on request, with the supervisory authority in the performance of its tasks.",http://gdpr-info.eu/art-31-gdpr/,controller processor applicable representative shall cooperate request supervisory authority performance task
4,Controller and processor,32,Security of processing,1,"Taking into account the state of the art, the costs of implementation and the nature, scope, context and purposes of processing as well as the risk of varying likelihood and severity for the rights and freedoms of natural persons, the controller and the processor shall implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk, including inter alia as appropriate
the pseudonymisation and encryption of personal data
the ability to ensure the ongoing confidentiality, integrity, availability and resilience of processing systems and services
the ability to restore the availability and access to personal data in a timely manner in the event of a physical or technical incident
a process for regularly testing, assessing and evaluating the effectiveness of technical and organisational measures for ensuring the security of the processing.",http://gdpr-info.eu/art-32-gdpr/,taking account state art cost implementation nature scope context purpose processing well risk varying likelihood severity right freedom natural person controller processor shall implement appropriate technical organisational measure ensure level security appropriate risk including inter alia appropriate pseudonymisation encryption personal data ability ensure ongoing confidentiality integrity availability resilience processing system service ability restore availability access personal data timely manner event physical technical incident process regularly testing assessing evaluating effectiveness technical organisational measure ensuring security processing
4,Controller and processor,32,Security of processing,2,"In assessing the appropriate level of security account shall be taken in particular of the risks that are presented by processing, in particular from accidental or unlawful destruction, loss, alteration, unauthorised disclosure of, or access to personal data transmitted, stored or otherwise processed.",http://gdpr-info.eu/art-32-gdpr/,assessing appropriate level security account shall taken particular risk presented processing particular accidental unlawful destruction loss alteration unauthorised disclosure access personal data transmitted stored otherwise processed
4,Controller and processor,32,Security of processing,3,Adherence to an approved code of conduct as referred to in Article 40 or an approved certification mechanism as referred to in Article 42 may be used as an element by which to demonstrate compliance with the requirements set out in paragraph 1 of this Article.,http://gdpr-info.eu/art-32-gdpr/,adherence approved code conduct referred article approved certification mechanism referred article may used element demonstrate compliance requirement set paragraph article
4,Controller and processor,32,Security of processing,4,"The controller and processor shall take steps to ensure that any natural person acting under the authority of the controller or the processor who has access to personal data does not process them except on instructions from the controller, unless he or she is required to do so by Union or Member State law.",http://gdpr-info.eu/art-32-gdpr/,controller processor shall take step ensure natural person acting authority controller processor access personal data process except instruction controller unless required union member state law
4,Controller and processor,33,Notification of a personal data breach to the supervisory authority,1,"In the case of a personal data breach, the controller shall without undue delay and, where feasible, not later than 72 hours after having become aware of it, notify the personal data breach to the supervisory authority competent in accordance with Article 55, unless the personal data breach is unlikely to result in a risk to the rights and freedoms of natural persons. 2Where the notification to the supervisory authority is not made within 72 hours, it shall be accompanied by reasons for the delay.",http://gdpr-info.eu/art-33-gdpr/,case personal data breach controller shall without undue delay feasible later hour become aware notify personal data breach supervisory authority competent accordance article unless personal data breach unlikely result risk right freedom natural person notification supervisory authority made within hour shall accompanied reason delay
4,Controller and processor,33,Notification of a personal data breach to the supervisory authority,2,The processor shall notify the controller without undue delay after becoming aware of a personal data breach.,http://gdpr-info.eu/art-33-gdpr/,processor shall notify controller without undue delay becoming aware personal data breach
4,Controller and processor,33,Notification of a personal data breach to the supervisory authority,3,"The notification referred to in paragraph 1 shall at least
describe the nature of the personal data breach including where possible, the categories and approximate number of data subjects concerned and the categories and approximate number of personal data records concerned
communicate the name and contact details of the data protection officer or other contact point where more information can be obtained
describe the likely consequences of the personal data breach
describe the measures taken or proposed to be taken by the controller to address the personal data breach, including, where appropriate, measures to mitigate its possible adverse effects.",http://gdpr-info.eu/art-33-gdpr/,notification referred paragraph shall least describe nature personal data breach including possible category approximate number data subject concerned category approximate number personal data record concerned communicate name contact detail data protection officer contact point information obtained describe likely consequence personal data breach describe measure taken proposed taken controller address personal data breach including appropriate measure mitigate possible adverse effect
4,Controller and processor,33,Notification of a personal data breach to the supervisory authority,4,"Where, and in so far as, it is not possible to provide the information at the same time, the information may be provided in phases without undue further delay.",http://gdpr-info.eu/art-33-gdpr/,far possible provide information time information may provided phase without undue delay
4,Controller and processor,33,Notification of a personal data breach to the supervisory authority,5,"The controller shall document any personal data breaches, comprising the facts relating to the personal data breach, its effects and the remedial action taken. 2That documentation shall enable the supervisory authority to verify compliance with this Article.",http://gdpr-info.eu/art-33-gdpr/,controller shall document personal data breach comprising fact relating personal data breach effect remedial action taken documentation shall enable supervisory authority verify compliance article
4,Controller and processor,34,Communication of a personal data breach to the data subject,1,"When the personal data breach is likely to result in a high risk to the rights and freedoms of natural persons, the controller shall communicate the personal data breach to the data subject without undue delay.",http://gdpr-info.eu/art-34-gdpr/,personal data breach likely result high risk right freedom natural person controller shall communicate personal data breach data subject without undue delay
4,Controller and processor,34,Communication of a personal data breach to the data subject,2,"The communication to the data subject referred to in paragraph 1 of this Article shall describe in clear and plain language the nature of the personal data breach and contain at least the information and measures referred to in points (b), (c) and (d) of Article 33(3).",http://gdpr-info.eu/art-34-gdpr/,communication data subject referred paragraph article shall describe clear plain language nature personal data breach contain least information measure referred point b c article
4,Controller and processor,34,Communication of a personal data breach to the data subject,3,"The communication to the data subject referred to in paragraph 1 shall not be required if any of the following conditions are met
the controller has implemented appropriate technical and organisational protection measures, and those measures were applied to the personal data affected by the personal data breach, in particular those that render the personal data unintelligible to any person who is not authorised to access it, such as encryption
the controller has taken subsequent measures which ensure that the high risk to the rights and freedoms of data subjects referred to in paragraph 1 is no longer likely to materialise
it would involve disproportionate effort. In such a case, there shall instead be a public communication or similar measure whereby the data subjects are informed in an equally effective manner.",http://gdpr-info.eu/art-34-gdpr/,communication data subject referred paragraph shall required following condition met controller implemented appropriate technical organisational protection measure measure applied personal data affected personal data breach particular render personal data unintelligible person authorised access encryption controller taken subsequent measure ensure high risk right freedom data subject referred paragraph longer likely materialise would involve disproportionate effort case shall instead public communication similar measure whereby data subject informed equally effective manner
4,Controller and processor,34,Communication of a personal data breach to the data subject,4,"If the controller has not already communicated the personal data breach to the data subject, the supervisory authority, having considered the likelihood of the personal data breach resulting in a high risk, may require it to do so or may decide that any of the conditions referred to in paragraph 3 are met.",http://gdpr-info.eu/art-34-gdpr/,controller already communicated personal data breach data subject supervisory authority considered likelihood personal data breach resulting high risk may require may decide condition referred paragraph met
4,Controller and processor,35,Data protection impact assessment,1,"Where a type of processing in particular using new technologies, and taking into account the nature, scope, context and purposes of the processing, is likely to result in a high risk to the rights and freedoms of natural persons, the controller shall, prior to the processing, carry out an assessment of the impact of the envisaged processing operations on the protection of personal data. 2A single assessment may address a set of similar processing operations that present similar high risks.",http://gdpr-info.eu/art-35-gdpr/,type processing particular using new technology taking account nature scope context purpose processing likely result high risk right freedom natural person controller shall prior processing carry assessment impact envisaged processing operation protection personal data single assessment may address set similar processing operation present similar high risk
4,Controller and processor,35,Data protection impact assessment,2,"The controller shall seek the advice of the data protection officer, where designated, when carrying out a data protection impact assessment.",http://gdpr-info.eu/art-35-gdpr/,controller shall seek advice data protection officer designated carrying data protection impact assessment
4,Controller and processor,35,Data protection impact assessment,3,"A data protection impact assessment referred to in paragraph 1 shall in particular be required in the case of
a systematic and extensive evaluation of personal aspects relating to natural persons which is based on automated processing, including profiling, and on which decisions are based that produce legal effects concerning the natural person or similarly significantly affect the natural person
processing on a large scale of special categories of data referred to in Article 9(1), or of personal data relating to criminal convictions and offences referred to in Article 10; or",http://gdpr-info.eu/art-35-gdpr/,data protection impact assessment referred paragraph shall particular required case systematic extensive evaluation personal aspect relating natural person based automated processing including profiling decision based produce legal effect concerning natural person similarly significantly affect natural person processing large scale special category data referred article personal data relating criminal conviction offence referred article
4,Controller and processor,35,Data protection impact assessment,4,a systematic monitoring of a publicly accessible area on a large scale.,http://gdpr-info.eu/art-35-gdpr/,systematic monitoring publicly accessible area large scale
4,Controller and processor,35,Data protection impact assessment,5,The supervisory authority shall establish and make public a list of the kind of processing operations which are subject to the requirement for a data protection impact assessment pursuant to paragraph 1. 2The supervisory authority shall communicate those lists to the Board referred to in Article 68.,http://gdpr-info.eu/art-35-gdpr/,supervisory authority shall establish make public list kind processing operation subject requirement data protection impact assessment pursuant paragraph supervisory authority shall communicate list board referred article
4,Controller and processor,35,Data protection impact assessment,6,The supervisory authority may also establish and make public a list of the kind of processing operations for which no data protection impact assessment is required. 2The supervisory authority shall communicate those lists to the Board.,http://gdpr-info.eu/art-35-gdpr/,supervisory authority may also establish make public list kind processing operation data protection impact assessment required supervisory authority shall communicate list board
4,Controller and processor,35,Data protection impact assessment,7,"Prior to the adoption of the lists referred to in paragraphs 4 and 5, the competent supervisory authority shall apply the consistency mechanism referred to in Article 63 where such lists involve processing activities which are related to the offering of goods or services to data subjects or to the monitoring of their behaviour in several Member States, or may substantially affect the free movement of personal data within the Union.",http://gdpr-info.eu/art-35-gdpr/,prior adoption list referred paragraph competent supervisory authority shall apply consistency mechanism referred article list involve processing activity related offering good service data subject monitoring behaviour several member state may substantially affect free movement personal data within union
4,Controller and processor,35,Data protection impact assessment,8,"The assessment shall contain at least
a systematic description of the envisaged processing operations and the purposes of the processing, including, where applicable, the legitimate interest pursued by the controller
an assessment of the necessity and proportionality of the processing operations in relation to the purposes
an assessment of the risks to the rights and freedoms of data subjects referred to in paragraph 1; and",http://gdpr-info.eu/art-35-gdpr/,assessment shall contain least systematic description envisaged processing operation purpose processing including applicable legitimate interest pursued controller assessment necessity proportionality processing operation relation purpose assessment risk right freedom data subject referred paragraph
4,Controller and processor,35,Data protection impact assessment,9,"the measures envisaged to address the risks, including safeguards, security measures and mechanisms to ensure the protection of personal data and to demonstrate compliance with this Regulation taking into account the rights and legitimate interests of data subjects and other persons concerned.",http://gdpr-info.eu/art-35-gdpr/,measure envisaged address risk including safeguard security measure mechanism ensure protection personal data demonstrate compliance regulation taking account right legitimate interest data subject person concerned
4,Controller and processor,35,Data protection impact assessment,10,"Compliance with approved codes of conduct referred to in Article 40 by the relevant controllers or processors shall be taken into due account in assessing the impact of the processing operations performed by such controllers or processors, in particular for the purposes of a data protection impact assessment.",http://gdpr-info.eu/art-35-gdpr/,compliance approved code conduct referred article relevant controller processor shall taken due account assessing impact processing operation performed controller processor particular purpose data protection impact assessment
4,Controller and processor,35,Data protection impact assessment,11,"Where appropriate, the controller shall seek the views of data subjects or their representatives on the intended processing, without prejudice to the protection of commercial or public interests or the security of processing operations.",http://gdpr-info.eu/art-35-gdpr/,appropriate controller shall seek view data subject representative intended processing without prejudice protection commercial public interest security processing operation
4,Controller and processor,35,Data protection impact assessment,12,"Where processing pursuant to point (c) or (e) of Article 6(1) has a legal basis in Union law or in the law of the Member State to which the controller is subject, that law regulates the specific processing operation or set of operations in question, and a data protection impact assessment has already been carried out as part of a general impact assessment in the context of the adoption of that legal basis, paragraphs 1 to 7 shall not apply unless Member States deem it to be necessary to carry out such an assessment prior to processing activities.",http://gdpr-info.eu/art-35-gdpr/,processing pursuant point c e article legal basis union law law member state controller subject law regulates specific processing operation set operation question data protection impact assessment already carried part general impact assessment context adoption legal basis paragraph shall apply unless member state deem necessary carry assessment prior processing activity
4,Controller and processor,35,Data protection impact assessment,13,"Where necessary, the controller shall carry out a review to assess if processing is performed in accordance with the data protection impact assessment at least when there is a change of the risk represented by processing operations.",http://gdpr-info.eu/art-35-gdpr/,necessary controller shall carry review assess processing performed accordance data protection impact assessment least change risk represented processing operation
4,Controller and processor,36,Prior consultation,1,The controller shall consult the supervisory authority prior to processing where a data protection impact assessment under Article 35 indicates that the processing would result in a high risk in the absence of measures taken by the controller to mitigate the risk.,http://gdpr-info.eu/art-36-gdpr/,controller shall consult supervisory authority prior processing data protection impact assessment article indicates processing would result high risk absence measure taken controller mitigate risk
4,Controller and processor,36,Prior consultation,2,"Where the supervisory authority is of the opinion that the intended processing referred to in paragraph 1 would infringe this Regulation, in particular where the controller has insufficiently identified or mitigated the risk, the supervisory authority shall, within period of up to eight weeks of receipt of the request for consultation, provide written advice to the controller and, where applicable to the processor, and may use any of its powers referred to in Article 58. 2That period may be extended by six weeks, taking into account the complexity of the intended processing. 3The supervisory authority shall inform the controller and, where applicable, the processor, of any such extension within one month of receipt of the request for consultation together with the reasons for the delay. 4Those periods may be suspended until the supervisory authority has obtained information it has requested for the purposes of the consultation.",http://gdpr-info.eu/art-36-gdpr/,supervisory authority opinion intended processing referred paragraph would infringe regulation particular controller insufficiently identified mitigated risk supervisory authority shall within period eight week receipt request consultation provide written advice controller applicable processor may use power referred article period may extended six week taking account complexity intended processing supervisory authority shall inform controller applicable processor extension within one month receipt request consultation together reason delay period may suspended supervisory authority obtained information requested purpose consultation
4,Controller and processor,36,Prior consultation,3,"When consulting the supervisory authority pursuant to paragraph 1, the controller shall provide the supervisory authority with
where applicable, the respective responsibilities of the controller, joint controllers and processors involved in the processing, in particular for processing within a group of undertakings
the purposes and means of the intended processing
the measures and safeguards provided to protect the rights and freedoms of data subjects pursuant to this Regulation
where applicable, the contact details of the data protection officer
the data protection impact assessment provided for in Article 35; and",http://gdpr-info.eu/art-36-gdpr/,consulting supervisory authority pursuant paragraph controller shall provide supervisory authority applicable respective responsibility controller joint controller processor involved processing particular processing within group undertaking purpose mean intended processing measure safeguard provided protect right freedom data subject pursuant regulation applicable contact detail data protection officer data protection impact assessment provided article
4,Controller and processor,36,Prior consultation,4,any other information requested by the supervisory authority.,http://gdpr-info.eu/art-36-gdpr/,information requested supervisory authority
4,Controller and processor,36,Prior consultation,5,"Member States shall consult the supervisory authority during the preparation of a proposal for a legislative measure to be adopted by a national parliament, or of a regulatory measure based on such a legislative measure, which relates to processing.",http://gdpr-info.eu/art-36-gdpr/,member state shall consult supervisory authority preparation proposal legislative measure adopted national parliament regulatory measure based legislative measure relates processing
4,Controller and processor,36,Prior consultation,6,"Notwithstanding paragraph 1, Member State law may require controllers to consult with, and obtain prior authorisation from, the supervisory authority in relation to processing by a controller for the performance of a task carried out by the controller in the public interest, including processing in relation to social protection and public health.",http://gdpr-info.eu/art-36-gdpr/,notwithstanding paragraph member state law may require controller consult obtain prior authorisation supervisory authority relation processing controller performance task carried controller public interest including processing relation social protection public health
4,Controller and processor,37,Designation of the data protection officer,1,"The controller and the processor shall designate a data protection officer in any case where
the processing is carried out by a public authority or body, except for courts acting in their judicial capacity
the core activities of the controller or the processor consist of processing operations which, by virtue of their nature, their scope and/or their purposes, require regular and systematic monitoring of data subjects on a large scale; or",http://gdpr-info.eu/art-37-gdpr/,controller processor shall designate data protection officer case processing carried public authority body except court acting judicial capacity core activity controller processor consist processing operation virtue nature scope andor purpose require regular systematic monitoring data subject large scale
4,Controller and processor,37,Designation of the data protection officer,2,the core activities of the controller or the processor consist of processing on a large scale of special categories of data pursuant to Article 9 or personal data relating to criminal convictions and offences referred to in Article 10.,http://gdpr-info.eu/art-37-gdpr/,core activity controller processor consist processing large scale special category data pursuant article personal data relating criminal conviction offence referred article
4,Controller and processor,37,Designation of the data protection officer,3,A group of undertakings may appoint a single data protection officer provided that a data protection officer is easily accessible from each establishment.,http://gdpr-info.eu/art-37-gdpr/,group undertaking may appoint single data protection officer provided data protection officer easily accessible establishment
4,Controller and processor,37,Designation of the data protection officer,4,"Where the controller or the processor is a public authority or body, a single data protection officer may be designated for several such authorities or bodies, taking account of their organisational structure and size.",http://gdpr-info.eu/art-37-gdpr/,controller processor public authority body single data protection officer may designated several authority body taking account organisational structure size
4,Controller and processor,37,Designation of the data protection officer,5,"In cases other than those referred to in paragraph 1, the controller or processor or associations and other bodies representing categories of controllers or processors may or, where required by Union or Member State law shall, designate a data protection officer. 2The data protection officer may act for such associations and other bodies representing controllers or processors.",http://gdpr-info.eu/art-37-gdpr/,case referred paragraph controller processor association body representing category controller processor may required union member state law shall designate data protection officer data protection officer may act association body representing controller processor
4,Controller and processor,37,Designation of the data protection officer,6,"The data protection officer shall be designated on the basis of professional qualities and, in particular, expert knowledge of data protection law and practices and the ability to fulfil the tasks referred to in Article 39.",http://gdpr-info.eu/art-37-gdpr/,data protection officer shall designated basis professional quality particular expert knowledge data protection law practice ability fulfil task referred article
4,Controller and processor,37,Designation of the data protection officer,7,"The data protection officer may be a staff member of the controller or processor, or fulfil the tasks on the basis of a service contract.",http://gdpr-info.eu/art-37-gdpr/,data protection officer may staff member controller processor fulfil task basis service contract
4,Controller and processor,37,Designation of the data protection officer,8,The controller or the processor shall publish the contact details of the data protection officer and communicate them to the supervisory authority.,http://gdpr-info.eu/art-37-gdpr/,controller processor shall publish contact detail data protection officer communicate supervisory authority
4,Controller and processor,38,Position of the data protection officer,1,"The controller and the processor shall ensure that the data protection officer is involved, properly and in a timely manner, in all issues which relate to the protection of personal data.",http://gdpr-info.eu/art-38-gdpr/,controller processor shall ensure data protection officer involved properly timely manner issue relate protection personal data
4,Controller and processor,38,Position of the data protection officer,2,"The controller and processor shall support the data protection officer in performing the tasks referred to in Article 39 by providing resources necessary to carry out those tasks and access to personal data and processing operations, and to maintain his or her expert knowledge.",http://gdpr-info.eu/art-38-gdpr/,controller processor shall support data protection officer performing task referred article providing resource necessary carry task access personal data processing operation maintain expert knowledge
4,Controller and processor,38,Position of the data protection officer,3,The controller and processor shall ensure that the data protection officer does not receive any instructions regarding the exercise of those tasks. 2He or she shall not be dismissed or penalised by the controller or the processor for performing his tasks. 3The data protection officer shall directly report to the highest management level of the controller or the processor.,http://gdpr-info.eu/art-38-gdpr/,controller processor shall ensure data protection officer receive instruction regarding exercise task shall dismissed penalised controller processor performing task data protection officer shall directly report highest management level controller processor
