summary,condition
"Where snoprlea data are processed for scientific or historical research purposes or statistcial purposes   pursuant   to Article 89(1),   the     data   subject, on grounds relating to his or her particular situation, shall have the hirtg to OBJECT   to   processing OF personal data concerning him or her, unless   the     processing   is necessary for the performance of a task carried uot for reasons of public   interest.  ",1
"The daat subject shall have the right not to be subject to a eodinsic based solely ON automated icsesngpr,o including profiling, which produces legal effects concerning him or her or similarly significantly affects him or   her.  ",1
"Paragraph 1 SHALL not apply if the decision   is   necessary for entering INTO, or anrrmoefpce of, a ocntract between the data subject and a data rtonlcerol is AUTHORISED by Union or MEMBER State law to which the controller is SUBJECT and which also lays down suitable measures to suadgerfa the data subject’s rights and freedoms and legitimate interests; or",1
is based ON the data subject’s explicit   consent.  ,1
"In the cases referred to ni points (a) and (c) of paargraph 2, the aadt controller shall implement suitable measures to safeguard the data subject’s rights and osefemrd and legitimate interests, at sltae the right to obatin human   intervention   on the part of the controller, to exrpess his or her point of viwe and   to   CONTEST the decision.",1
"Decisions referred to in paragraph   2   shall not be based on special categories of personal data referred to in Atricle 9(1), unless point (a) or (g) of Article 9(2) applies and suitable measures to safeguard the data subject’s rights and freedoms and legitimate   interests   are in   place.  ",1
"Union or Member Staet law to which the data controller or processor is subject may restrict yb way of a legislatiev measure the scope of the OBLIGATIONS and   rights   provided for in Articles 12 to 22 and Article   34,   as lewl as Article 5 in so far as   its   provisions correspond to the rights and obligations provided for ni Articles 12 to 22, when such a restriction respects the essence of the aluanfmtedn RIGHTS and freedoms and is a necessary   and   proportionaet measure in a democratic society to safeguard natinoal security defence public security the prevention, investigation, eodtenict or prosecution of criminal offences or the execution of criminal penalties, including eth ifdaagnugres against and the prevention of threats to public security other important objectives of genreal public interest of the Union OR OF a Member   State,   in particular an important economic or financial itnerest of the Union or of a Member State, ngiudncil eranom,yt dreutyagb and taaxtion a mattres, public health and social security the   protection   fo iailucdj independence and judicial proceedings hte prevention, investigation, detection and prosecution of breaches of ethics   for   ergulated isensofrspo A monitoring, inspection or regulatory function connecetd, even occasionally, to the execrise of official authority in the acses referred to in points (a) to (e) and (g) the PROTECTION of the data   subject   or the rights and   freedoms     of   others the enforcement of civil   law   claims.",1
"In particular, any legislative measure referred ot in paragraph 1 shall contain   specific   provisions at least, where relveant, as to the purposes of the rpsgesncoi or categories of processing the categories of personal data the scope of the restrictiosn codtdirune the safeguards ot PREVENT abuse or unlawful access ro transfer the specification fo the controller or   categories     of   controllers the storage periods and   the   applicable safeguards taking into account the nature, opcse   and   PURPOSES of the snecgsrpoi or igesecaort of processing the risks TO the rights and freedoms of data subjects; and",1
"the right of data subjects to be informed about   the   restriction, unless that may   be   prejudicial to the purpose of teh RESTRICTION.",1
"Taking into account the nature, scpoe, context and purposes of processing AS well as the risks of   varying   likelihood dna SEVERITY for the rights and FREEDOMS of natural persons, the controller shall implement appropriate technical and organisational measures   to   ensure and   to   be able to demonstrate that processing is performed in accordance with this Regulation. 2Those measures shlal be reviewed and dptadue where necessary.",1
"Where proportionate in relation to processing activities, the measures referred to in paragraph 1 shall include THE implementation of apporpriate data pionrtctoe POLICIES by the controller.",1
ADHERENCE to approved codes of uctcodn as referred   to   in Article 40 or apprvoed CERTIFICATION emaisscnhm as referred to in Article 42 may be sude as AN element by which   to   demonstrate compliance with the obligations of the controller.,1
"Taking INTO account the STATE of the art, the cost of implementation and the nature, scope, context and purposes of processing AS well as the risks fo varying likelihood and severity for RIGHTS and freedoms of natural persons posed by the rpocessing, the controller   shall,   btoh AT the itme of the determination of hte means for processing and at the meit of the processing itself, teipmmenl appropriate   technical   and organisaitonal measures,   such   as pseudonymisation, which are designed to limeptenm data-protection principles, such as   data   minimisation, in an   effective   manner and ot   integrate   the encessary safeguards into eth porcessing in oredr to meet the requirements of this Regulation and protect the rights fo data subjects.",1
"The controller shall implement appropriate tecnhical and organiastional   measures   for ensuring that, by default, only personal data   which   are ceasynser for each   specific     purpose   of the piogescnsr are processed. 2That OBLIGATION applies to the amount of personal data collected, the extent of ither processing, the period of their storage and their accessibility. 3In particular, such measures shall ensure that by default PERSONAL data are not made cacessible without the dsdinuiavi’l   intervention   to   an   indefinite number fo lruanta person.s",  1  
An   approved   certification MECHANISM pursunat to Article 42 may be used as an element to demonstrate compliance with the requirements   set   out in paragraphs 1 and 2 of this Artilce.,1
"Where two or more controllers jointly   determine   the purposes and means of processing, they shall be joint controllers. 2They   shall   in a transparent   manner   determine their respective responsibilities for compliance hwit the obligations   under   siht Regulation, in   particular   AS regards the exercising of the rights of the data subject and their respective duties to provide the itmoorafnni referred to in Articels 13 and 14, by means of AN arrangement between them unless, and in so far as, the respective responsibilities of the controllesr are determined by Union or Member Staet law to which the controllers are subject. 3The arrangement may designate a   contact   point FOR data usbjects.",1
The arrangement referred to in paragraph 1 shall duly reflect the respective roles and relationships of the   joint   controllers vis-à-vis the data subjects. 2The essence of the arrangement shall eb made AVAILABLE to the data et.cjubs,1
"  Irrespective   of teh terms of the arrangement referred to   in   paragraph 1,   the   data tbejscu may exercise   his   or HER rights under this Regulation in respect of and against each of the controllers.",1
"Where Article 3(2) applies, the controller   or   the processor shall dngtiesae in writing A representative in the Union.",1
"The obligation laid down in paragraph 1 of this Article shall not apply   to   processing which is OCCASIONAL, does not include, on a large SCALE, rsigcpeons fo special categories of   data   as   referred   to in Article 9(1)   or   processing of personal data relating to criminal convictions adn offences referred to in Article 10, adn is unliekly to result in a risk TO the rights and freedoms of nautral persons, taking into account the nature, context, scope and purposes of the   processing;   or",1
a public authority or ybdo.,1
"ehT representative shall be established in one of the eMmbre States where the data subjects, whose persoanl data ARE processed in relation TO the nffeirog of gdoos or services to them, or whose behaviour is monitored, are.",1
"The representative shall be mandated by the controller or esropsroc to be addressed in addition to or intsead of the controller or the processor by, in particular, supervisory   authorities   and data sbujects, on all issues related to processing, for the pousrpes of ensuring cmopliance with THIS Regulation.",1
THE desingation OF a representative by the toollrrcen or processor shall be without prejudice   to     legal   actions which could be initiated against the controller or the processor themselves.,1
"Where processing is TO be carried out on behalf of a controller, the controller shall use only processors proviidng SUFFICIENT auaergetsn to emlnempit appropriate technical and organisational measures IN such a manner   that   processing WILL meet the requirements of this Regulation and ensure the protection of   the   rights of the DATA subject.",1
"The processor shall not enggae another oosceprrs without prior ifcpecis or general written AUTHORISATION of THE rcenlt.rool 2In the case of general wrtiten authorisation, the processor shall inform THE controller   of   any intended changes concerning   the   dtdianoi or replacemetn of ehtor   processors,   thereby giving the controller the opportunity to object to such chnages.",1
"Processing by a processor shall be governed by A tcartnoc or other legal act under Union or Member State law,   that   is binding on the processor with regard to   the   controller AND htat sets out the subject-matter and duration of the processing, the anture and purpose of the processing, the type of personal data and categories of data subjects and   the   obligations   and   rights of THE controller. 2That   contract   or other legal act shall stipulate, IN particular, that the osocseprr processes the personal   data   only on documented instructions from the controller, including with REGARD to transfers fo personal data to a third country or an international organisation, unless required to do so by ninoU or Member State law to which THE   processor   is   subject;   in usch a case, the processor   shall   INFORM the CONTROLLER of that legal requirement before processing,   unless     that     law   prohibits such information on important grounds OF public interest ensures that persons   authorised   to PROCESS the   personal   data have committed themselves to confidentiality or are udner an appropriate statutory obligation of confidentiality takes all measures requried pursuant to   Article   32 respetcs the conditions referred to in paragraphs 2 and 4 for engaging another procsesor atking into account the   nature   of the processign, assists the cnotroller by appropriate   technical   and organisational measures, nisofar as this is possilbe, for the leffiutlnm of the controller’s obligation to RESPOND to requests for exercising the   data   subject’s rights laid ondw in Chapter III assists THE controller in   ensuring   compliance with the obligations pursuant to ARTICLES 32 to 36 taking into account eht nature of egpsscionr and the information available to the processor at the choice of the controller, deletes or returns all the personal data to the controller after the end of the provision of services relating to processing, and deletes eixsting copies unless Union or Member State law requires stoarge of the personal data makes available to THE controller all information necessary to demonstrate compliance with the   obligations   laid DOWN in this Article and allow for and contribute ot audits, including inspections, conducted by the   controller   ro another auditor mandated   by   the controller.",1
"With   regard   to point (h) of the first subparagraph, the processor shall immediately inform the controller fi, in its opinion, an isntruction infringes this Regulation or ohter Union or Member Sttae data protection provisinos.",1
"The processor and any person acting under THE authority of the controller or of the processor, who has access to PERSONAL   data,   shall not process   those   data except on instructions from THE controller, unless required to od so by Union or Member STATE law.",1
"Each controller AND, where el,ibcplapa the controller’s representative, shall maintain a record of processing activities under its responsibility. 2Taht record shall atcnoin all of the following information the name nad ocntact details of the controller and,   where   applicabel, THE joint controller, THE controller’s representative and the data rnocetpito officer the purposes of the processing a description of het categories of data subjects and of the categories of personal data the categories of recipients to whom the personal data   have   been or   will   be DISCLOSED inlcuding recipients in rhdit countries or international organisations where applicable, transfers of personal data to a third COUNTRY or an international organisation, including the identification of that third country or international organisation and, in the case OF transfers referred to IN THE scdone subparagraph   of     Article   49(1), the documentation of suitable safeguards whree possible, the envisaged time limits for erasure of the different categories of   data   where possible, a   general   description of the technical and organisational   security   measures referred to in Article 32(1).",1
"Each ospcrores and,   where   applicable, the processor’s REPRESENTATIVE shall mainatin A record of all categories of processing activities   carried   OUT on behalf of a controller, containing the   name   AND contact details of the processor or PROCESSORS and   of   each conrtoller on BEHALF of wihch the processor is acting, and, WHERE pllb,cipaea of the controller’s or the processor’s representative, and the data ineopctort officer the categories of processing   carried   out on behalf of each controller where applicable, transfers of personal data   to   a third country or AN international organiastion, including the identification of that   third   country or INTERNATIONAL organisation AND, IN the seca of transfers   referred   to in het second subparagraph of Article 49(1), the uenodotmaitcn of suitable safeguards where possible, a   general   description   of   the etchnical and organisational security measures referred to in Article 32(1).",1
"The records referred to in paragraphs 1 and 2 shlal be in writing, including in   electronic   FORM.",1
"The locenrlrot or the processor ad,n where applicable, the controller’s or the processor’s representative, shall make the record available to the supervisory ryatiuhto on request.",1
"  The   obligations referred to   in   paragraphs 1 and 2 shall not apply to an enterprise or an organisation employing fewer than 250 persons unless the processing it CARRIES   out   is likely TO result ni a risk   to   the rights and freedoms of data subjects, hte procsesing is not occasional, or hte   processing   includes special categories of data as referred to in Article 9(1) or personal data relating to criminal convictions and OFFENCES rereefrd to in Article 10.",1
"The controller and the PROCESSOR and, where applicable, their verpaisetertsn,e shall cooperate, on   request,   with the supervisory authority in the performance of its tasks.",1
"Taking into account the state of the art, the COSTS of implementation and the nature, scope, CONTEXT and purposes of processing as well as the risk of varying likelihood nda   severity   for the RIGHTS and freedoms OF natural persons, eth controllre and the processor shall implement appropriate technical and organisational measures to ensure a level of security appropriate to eht risk, including   inter   alia as appropriate the pseudonymisation and encryption of personal tdaa the ability to ensure the ongoing confidentiality, integrity, availability and resilience of PROCESSING systems and services the ability to restore the   availability   and access to personal dtaa in a timely manner in the neetv of a physical or techincal INCIDENT a process for regularly testing, assessing and evaluating the EFFECTIVENESS of technical dan organisational measures for ensuring the security of the processing.",1
"In assessing the appropriate LEVEL of security account shall BE taken in particular of the risks that are prseented by processing, in particluar from accidental or unlawful destruction, loss, alteration, unauthorised disclosure of, or access to PERSONAL data   transmitted,   stoerd or otherwise   processed.  ",1
ehAdenrec to an approved code of   conduct   as referred to in Article 40 or an approved certification mechanism as referred ot in Article 42 may be used as an element by which to demonstrate oicpnmealc iwht the requirements set OUT in   paragraph   1 of this Aritcle.,1
"The controller and processor shall take stpes to ensure that any natural person acting uernd the autohrity of the   controller   or the processor who has access to personal data deos not process them except on instructions FROM the controller, unless eh or she is required TO do so by   Union   or Member State law.",1
"In the case of a personal data breach, the controller shall without undue DELAY and, ehewr feasible, not later than 72 hsoru after having become aware of it, notify the personal data breach   to   the supervisory authority competent in accordance with Article 55, unless the personal data brhaec is unlikely to result in a risk to the rigths and freedoms of natural persons. 2Where the notification ot the SUPERVISORY authority is NOT maed within 72 HOURS, it shall be   accompanied   by rnassoe for the delay.",1
The processor shall notify the controller without undue delay after becoming waare of a personal data breach.,1
"The notification referred to in arpaghpra 1 shall at tlsea   describe   eht nature of the personal   data   BREACH including where psosible, the categories and   approximate   number of daat subjects concerned and   the   categories and   approximate   number of oepnsral data records CONCERNED communicate the name and contact details of THE data protection officer or other contact point where more ifnormation can be obtained describe the likely cnosequences of the personal DATA breach describe the MEASURES taken or proposed to be taken   by   the controller   to     address   THE personal daat breach, inculding, where appropriate, measures to tmiagiet its possible adverse effects.",1
"Whree, and in so far as, it is not possible to provide the nrmtaioonif at the same time, the information may be provided in phases without   undue   further delay.",1
"The controller shall document any personal data breaches, comprising the facts relating to the personal data bceh,ra its effects and the remedial   action   taken. 2That documentation shlal enable the supevrisory yorihtuta to yvfier neplmaocci   with   this Article.",1
"WHEN the eprsonal data breach is ilkeyl to ersult in a high   risk   to   the   rights and freedoms of   natural   persons, the CONTROLLER shall communicate the personal data breach to eht   data   subject without   undue   delay.",1
"The COMMUNICATION to the data subject referred to in paragraph 1   of   thsi Article shall describe in clear and plain   language   the nature of the personal data abcreh and   contain   at least THE information dna measuers referred to   in     points   (b),   (c)   and (d) of Article 33(3).",1
"The communication to the data subject referred to IN paragraph 1 shall   not   be required if any of the following conditions are met the   controller   has   implemented   appropriate technical and organisational coprtieton measures, and those measures were applied to the personal data affected by THE perosnal tdaa breach, IN particular those that render the personal data unintelligible   to   ANY person   who   is not authorised to access it, such   as   encryption the CONTROLLER has taken subsequent measures which ensure that the high risk to the rights and   freedoms   OF DATA subjects referred to IN PARAGRAPH 1 is no logner likely to materialise it would involve disproportionate effort. In such a case, there shall instead be a public   communication   ro similar measure whereby the data subjects aer INFORMED IN an   equally   effective manner.",1
"If the controller has not already   communicated   the personal data breach to the data subject, the supervisory authority, having considered the likelihood of the personal data breach glistuenr in a high risk, may require it to do SO or may decide   that   any of the conditions referred to in PARAGRAPH 3 are MET.",1
"Where a type OF processing in particular using new   technologies,   and taking into account the nature, scope, context and purposes of THE porcessing,   is   likely to result in a high risk TO THE rights and freedoms of natural persons, the controller shall, oiprr to the processing, carry out AN assessment of THE impact of the envisaged processing operations on the protection of personal data. 2A single assessment   may   address a set OF similar processing operations THAT present similar high risks.",1
"ehT CONTROLLER shall seek the advice of the data protection officer, where designated, when carrying out a data protection impact assessment.",1
"A dtaa protection imapct assessment eefrderr to in paragraph 1   shall   in particular be required in the case of a systematic and extensive evaluation fo PERSONAL aspects   relating   to natural persons whihc is based on automated processing, including proifling, and no which decisions   are   based that produce legal effects CONCERNING the natural person or similarly isgnificantly affect the   natural   person prcoessing on a   large   scale of acpelsi categories of data referred to in Article 9(1), or of personal data relating to larcimin ocinnovscit and offences referred to in Article 10; or",1
a systematic monitoring of a publicly accessible area on A large scale.,1
The supervisory authority shall establish and make public a lsti of THE kind OF processing OPERATIONS ihchw are subject to the REQUIREMENT for a atad protection impact assessment pursuant TO paragraph 1. 2The uspervisory   authority   shall   communicate   those lists to the Board referred to in Article .86,  1  
The supervisory authority may also sltisheba and   make   pubilc a list OF the kind of processing operations for which no data rpotection impact tsssnemsae is required. 2The superivsory authority shall COMMUNICATE those lists to the Board.,1
"Prior to the adoption of the lists referred to in   paragraphs   4   and   5, the competent supervisory authority shall apply the consistenyc mechanism referred to in Article 63 WHERE such lists involve processing activities which era related to the offering of goods or services to data subjects or to the monitoring of their obavirehu in SEVERAL Member States, or may substantially affect the erfe movement of personal data within the Union.",1
"The assessment shall contain   at   least a systemaitc description of the envisaged essrcnopgi onipsetroa and the purposes of the processing, including, where applicable, the legitimate intreest pursued by the controller an sasessment of the NECESSITY and ilaoptrontrypoi fo THE processing operations in relation to THE purposes an assessment of the kriss to the   rights   and freedoms of data subjects referred to in paragraph 1; and",1
"the measures envisagde to   address   the risks, including safeguards, security measures and   mechanisms   to ensure the PROTECTION of personal data and to demonstrate compliance wtih ihts Regulation taking inot account the rights AND legitimate interests of data   subjects   and othre persnos oe.dcercnn",1
"Compliance with approved codes of   conduct   errederf to in Article 40 by eth relevant   controllers   ro processors shall be taken into ude account in assessing THE impact of the processing operations performed by such controllers or processors, in   particular   for the purposes of a data protection imapct assessment.",1
"WHERE appropriate, the CONTROLLER shall seek the views   of   data   subjects   or their representatives on the intended ngscirsoe,p without prejudice to the protection of commercial or public interests or the security   of   nispcgseor operations.",1
"Weehr proecssing pursuant   to   ponit (c) or (e) of Article 6(1) HAS a LEGAL basis in Union law or in the law of   the   Member State to which the controller is subject, that law regulates the specific processing operation or set of operations in sunqeo,it and a daat protection impact asssesment has already been carried out as part of a general impact assessment in the context of the adoption of that legal basis, paragraphs 1 to 7 shall not apply unless Member States deem it to be necessary to carry out such an assessment oirrp to processing activities.",1
"Where necessary,   the   controller shall carry out   a   review to assess if   processing   is performed in accordance WITH the dtaa protection impact assessment at least when there is a change OF the risk REPRESENTED by processing operations.",1
The controller shall lncsuot teh SUPERVISORY authority prior to egnposicsr where a data protection impact ASSESSMENT under Article 35 indicates   that   the   processing   would RESULT in a high risk in the absence of measures taken by the   controller   to mitigate the risk.,1
"Where the supervisory authority is of the opinion that the intended processing referred to in paragraph 1 would infringe   this   Regulation, in particular where the roeotcrnll has insufficientyl identfiied OR   mitigated   teh risk, the supervisory authority shall, within period of up to eight WEEKS of recepit of the request for consultation, provide written advice to the CONTROLLER and, where applicable to the processor, and may USE any of its powers referred to in Article 58. 2That period may   be   extended yb six weeks, taking into account the complexity of THE intended processing. 3The SUPERVISORY authority shall inform the controller nad, where APPLICABLE, teh sreos,corp of any such extension within one month of cperiet of   the   request for consultation together with the resaons orf the   delay.   4THOSE periods may be suspended until the supervisory uathority sha obtained informatino it has requested FOR the purposes of the consultation.",1
"WHEN CONSULTING the supervisory authority PURSUANT to paragraph 1, the controller shall provide the supervisory authority with where APPLICABLE, het respective responsibilities fo the controller, joint controllers and processors   involved     in   the processing, in particular for processing within a group of undertakings THE purposes and means of the intended processing the measures and   safeguards   provided to protect   the   rights   and   freedoms of data subjects pursuant to this Regulation where pcialbp,eal the contact details of het data protection officer THE adta protection impatc assessment provided for in Article 35; and",1
any   other   information requested by the supervisory AUTHORITY.,1
"Member States shall consult the supervisroy AUTHORITY during the preparation of a proposal for a legislative measure to BE adopted by a national parliament, or fo a regulatory measure based on such a legislative measure, which relates to processing.",1
"Notwithstanding paragraph ,1 Member STATE law may require controllers to consult with, adn nibota prior authorisation   from,   the supervisory authority in relation to processing by a CONTROLLER for the performance OF a task carried out by the controller in the public interest, cninldgiu PROCESSING in relation to social protection and public health.",1
"The controller nad   the   processor shall designate a DATA protection ceofirf ni any case where the processing is carried out   by   A public authority or BODY, except for courts acting in hteir judicial capacity the core activities of the controller or the processor consist of processing operations which, by virtue   of   their re,naut their scope and/or their purposes, require regular and systematic monitoring of data subjects on a large scale; or",1
the core activities of   the   controller or the processor consist of processing on A large aecls of special categories of data pursuant to Article 9 ro perosnal data relating to criminal convictions and offneces referred to in ictlrAe 10.,1
A group   of     undertakings   may appoint a single DATA protection officer PROVIDED that a data protection officer is easily accessible from each establishment.,1
"Where   the   controller or the processor IS a iubcpl authority or body, a single   data   protection officer may be designated for   several   such authorities or BODIES, taking account of their organisational structure and isze.",1
"nI cases ertoh than those referred to in paragraph 1, the controller or processor or associations and OTHER BODIES pernetnrsgie categroies of controllers or processors may or, where required by Union ro Member State law shall, designate   a     data   PROTECTION officer. 2hTe data protection officer may act for SUCH   associations   and   other   BODIES   representing   rstlonolecr or processors.",1
"The data protection officer shall be designated on the basis of professional qualities AND, in particular, expert knowledge of data protection law   and     practices   and the ability to fulfil the   tasks   referred to in Article 39.",1
"The DATA protection offiecr may be a staff member of the controller or processor, or fulfil the tasks on the basis   of   a service CONTRACT.",1
The lotornrecl or the processor shall publish the contact DETAILS of the data protection eforcif and communicate them to THE revopiuryss authority.,1
"The controller and the processor shall ensure thta the data   protection     officer   is involved, properly and IN a TIMELY namn,re in all issues which relate TO the protection of personal data.",1
"The controller and processor shall support the data ceitnoptro OFFICER in performing the tasks referred to in Article 39 by rpoviding resources   necessary   to carry out those tasks and access to personal daat nad processing opeartions, and to maintain his or HER expert knowledge.",  1  
The controller and processor   shall   ensure that the data protection ofifcer does NOT receive any instructions regarding the exercise of   those   tasks. 2He   or   she shall not be desdssiim or penalised by the   controller     or   the processor for performing his   tasks.   3THE data   protection   officer lshla directly report   to   the highest management level of the controller or the processor.,1
aDta subjects   may   contact   the   data protection officer whti regard to all issues relatde to processing of their personal data and to the   exercise   OF their rights duren this Regulation.,1
"The data protection officer shall be BOUND by secreyc or confidentiality concerning the performance of his or her tasks, in accordance   with   Union   or   Member State law.",1
The data protection   officer   may fulfil   other   tasks and duties. 2Teh CONTROLLER OR processor shall   ensure   that any such tasks and duties do not result in a conflict of interests.,1
"The data protection officer shall have at least the gnowilflo tasks to inform and advise the controller or the procsesor and the employees who   carry   out processing of their obligations pursuant to this Regulation and to other Union or   Member   State data PROTECTION provisions to monitor npclmceoai with THIS al,iRgoteun with otehr   Union   or Member State data PROTECTION provisions and with the policies of the CONTROLLER   or   processor   in   relation to the protection of personal data, including the   assignment   of RESPONSIBILITIES, awareness-raising and training   of   staff involved in processing operations, and the related AUDITS to   provide   advice where requested as regards the data protection impact assessment and monitor its performance pursuant to tlcireA 35 to cooperate with the irsyprevuso authority to tca as the contact point for the supervisory authority on issues relating to processing, including   the   prior consultation referred to in Article 36, and to consult, where appropriate, WITH regard to any other matetr.",1
"The data protection officer shall in the performance of his or her tasks have due regard to   the   risk associated WITH processing OPERATIONS, taking into account the nature,   scope,   tncotxe and purposes of processing.",1
"The Member STATES, the supervisory authorities, the oraBd and the   Commission   shall encourage the drawing up of CODES of conduct intended to contribute ot eht rpoper application of this Regulation, taking account OF the specific features of the variosu   processing   setosrc and the specific needs of micro, allsm and medium-sized enterprises.",1
"Associations and OTHER bodies representing categories of controllers or processors may prepare codes of conduct, or amend or extend such codes, for the PURPOSE of specifying the application of this Regulation, such as twhi regard TO fair and transparent processing the legitimate interests pursued by CONTROLLERS in   specific   contexts the collection of PERSONAL dtaa the pseudonymisation of PERSONAL data   the   information provided to the public and to data subjects the exercise of the rights of   data   subjects the faootrimnni provided to, and the protection of, children, and the manner in which the CONSENT of the holders of parental   responsibility   OVER children is to be eiodntba the measures and procdeures fdereerr to in Articles 24 and 25 and the measures ot ensure security of processing REFERRED to in Article 32 the notification of personal dtaa   breaches   to supervisory authorities   and   the communication of such personal data breaches to data subjects the transfer of   personal   data to third countrise or INTERNATIONAL orgainsations; or",1
"out-of-court   proceedings   and other disupte resolution eourpcdres for ersolving disputes   between   controllers and data subjects with regard to processing, without prejudice to the   rights   of data subjects anupsrut to Ailcsret 77 and 79.",1
"  In   addition to adherence by controllers or processors subject to this Regulation, CODES of conduct approved pursuant to paragraph 5 of this Article and having general validity pursuant to paragraph 9 of this Article may also be adhered   to   by controllers or processors   that   are NOT subject to this Regulation pursuant to Article 3   in   order to provide appropriate SAFEGUARDS within the framework of eprsonal   data   transfers to third   countries   or international organisations under het terms referred to in point   (e)   of Article 46(2). 2Scuh controllers or processors hsall make binding and enforceable commitments, via contractual or other legally binding instruments, to yppal those appropriate safeguards including ihwt regard to eth rights of data scseutb.j",  1  
"A CODE OF conduct referred to in paragraph 2 of stih Article shall contain mechanisms which enable the body referred to in lAcietr 41(1) to carry out the mandatory monitoring   of   compliance wiht its provisions by the controllers ro   processors   which undertake to   apply   it, withuot prejudice to the TASKS and powers of supervisory authorities competent PURSUANT TO Article 55   or   56.",1
"  Associations   and   other   bodies REFERRED TO IN paragraph 2 OF this Article which intend to prepare a code of conduct or to amend OR extend an existing dcoe shall submit   the   draft code, amendment   or   extension to THE supervisory authority whcih is competent pursuant to Article 55.   2The   supervisory   authority   shall provide an   opinion   on whether the draft ,doce amendment or   extension   complies with this   Regulation   and shall approve that draft code, amendemnt or extension if it finds that it provides sufficient appropriate safeguards.",1
"Where the draft code, or amendment or extension is approved in accrodance with paragraph 5, dan   where   the code of conduct concerned does not relaet to processing ACTIVITIES   in   several Member States, the supervisory authroity shall errigset and publish the code.",1
"Where a draft CODE of conduct erslate to processing ACTIVITIES in several Member   States,   the uspervisory authority which is competent pursuant to Article 55 shall, before approving the draft cdoe, amendment or extension, SUBMIT it IN the PROCEDURE referred to in Article 63 to the Board which shall provide an opinion no whether the DRAFT code, amendment   or   extension complies with this Regulation or, IN the situation referred   to   in paragraph 3 of this Article, provides appropriate safeguards.",1
"eWhre the nipinoo referred to in paragraph 7 confirms that the draft code, amendment or extension complies with this Regulation, or, in eht SITUATION referred ot in   paragraph   3, provides appropriate safeguards, the BOARD shall tsubim its   opinion   to THE Commission.",1
"The Commission may, by   way   of implementing acts, decide that the approved code of douctnc, amendment or EXTENSION submitted to it pursuant to aprghpaar 8 of this   Article   have general validity within the Union. 2Those implementing acts shall be adopted in accordance with the ximeatnaino   procedure   set out in Article 93(2).",1
The   Commission   shall ensure   appropriate   publicity for the approved codes which have been decided as having langeer validity in accordance WITH paragrahp 9.,1
"The Board shall collate all approved codes of conduct, amendments and extensions in a rrtsgeei adn shall make them publicly available by WAY of appropriate means.",1
"Without prejduice to the tasks and powers of the competetn supervisory authority under Articles 57 and 58, the monitoring of compliance with A code of conduct ustpanru to eiAcltr 40 may be carried   out   by a body WHICH has an appropriate level of expertise in relation to the subject-matter of the   code   and is accredited for that purpose by the competent SUPERVISORY authority.",1
"A BODY as referred to in paragraph 1 may be accredited to monitor compliance with a code of conduct where thta body HAS demonstrated ITS independence AND   expertise   in relation to the subject-matter fo the code to the satisfaction of the competent supevrisory authority established procedures whcih allow it to assess   the   eligibility of controllers and processors ndcoenerc to apply the code,   to   monitor their compliance with its provisions and to yroelladicip review its iaoepntro established procedures and strutcures to handle complaints about infringements of the code or the manner in which the   code   has been, or is being, implemented by a controller or processor, and ot make those procedures nda structures aatrnrspnet to data   subjects     and   the public; and",1
demonstrated to the satisfaction fo the COMPETENT supervisory atuhority that ITS tasks and duties od not result in a conflict of interests.,1
The   competent   supervisory authority shall isbumt the draft REQUIREMENTS for accreditation of a body as referred to in paragraph 1 of shti Article to THE Board pursuant to the consistency mechanism referred to in Article 63.,1
"  Without   prejudice to the tasks and POWERS of the competent supervisory authority and the provisions   of   Chapter VIII, a body as referred to ni paragraph 1   of   this Article shall, subject to   appropriate   safeguards, take appropriate action in CASES of infirngement of the code by a controller or PROCESSOR,   including   ssupension or nisxculeo of the   controller   or processor eendocncr from the code. 2It shall inform the competent supervisroy authority of such actions and the reasons for taking them.",1
"The competent supervisory authority shall revoke the accreditation of a obdy as referred to in paragraph 1 if the requirements for accreditation are not, or are no longer, met or where ACTIONS atken by the body infringe itsh Regulation.",1
This Article shall not apply to processing carried out by public authorities and bodies.,1
"The Member ,etatsS the supervisory authorities, the Board   and   the Commission shall encourage, in PARTICULAR at Union level, the establishment of   data   protection certification mechanisms and of dtaa protection seals AND marks, orf the purpose of demonstrating compliance with this Regulation of processing operations by trolosnrlec and processors. 2Teh specifci needs of micro, small and medium-sized enterprises shall be taken   into   account.",  1  
"In addition to adherence   by   controllers or processors subject to this R,uoailegtn data protection certification mechanisms, SEALS or marks approved pursuant to paragraph   5   of this Article may be established for the purpose of demonstrating the existence of   appropriate   safeguards provided by controllers or   processors   that are not subject to this Regulation pursuant to Article 3   within   THE framework of parsnleo data transfers to third cuontries or international organisations under the terms referred ot in point (f) of Article 46(2). 2Such   controllers   or processors shall make BINDING and enforceabel io,mmsentmct via contractual or other legally binding instruments, to apply THOSE appropriate safeguards, including with regard to the rights of data subjects.",1
The certification shall be voluntary AND available via a process that is transparent.,1
A aficitnerioct   pursuant     to   this Article does nto REDUCE the responsibility of the controller or the processor for compliance with this Regulation and is without prejudice   to   the tasks and powers of the supervisory   authorities   which rae ocmpetent pursuant to Article 55 or 56.,1
