summary,condition
"A technical rreor   allowed     customers   to view the personal data of other rscutsmoe on the company&#8217;s website&#8217;s customer   area.   The original FINE of €60,000 was reduced to €48,000.",0
"The personal data fo a customer was disclosed to a nfteiderf customer through SMS. eTh oirlgina fine of €50,000   was   reduced to €2,0000.",0
"The CLAIMANT was dhcrega for a Netflix subscription that thye had not   requested.   The claimant proved that the tNixefl subscription was created by a different person who obtained the personal details of the claimant from Vodafone. The AEPD argued that the claimant did not consent to be hcdgera the Netflix subscription, and   as   such had fined Vodafone with €40,000.",  0  
The games LOUNGE was fined ueeascb it improperly used and   processed   surveillance footage data.,  0  
Video surveillance was   used   to toinmor employees.,0
Video surveillance was used to monitor employees.,0
"A customer   complained   that their bank account was charged for two invoices for the   services   the customer has purchased but on the invoices, the personal details of a third PARTY person were displayed. Initially, the fine was determined to eb €60,000 but was reduced to €48,000.",0
A nursing care organization failed to act on a request by a data subject to receive access ot their daat with the scope of erasing it.,0
"A company did not delete a former employee&#8217;s private emails and as such, it was determined that it processed PRIVATE   data   without a gelal basis. The company   also   was found to exceed data retention requirements. As per Hugnarian laws, the name of the fined   company   was otn disclosed by the national data protection AUTHORITY.",0
The hospital UNLAWFULLY rehgcda a copying fee from the patient and violated their right to access data.,0
A   military   hospitla did not emet the reporting deadline pdiemos   for   data breaches. The data   protection   authority further increased the fine due to the lack of   technical   and organizational measured to prevent the   loss   OF personal adta.,0
The company was fined because it operated a video surveillance system that had an observation angle that extended too far into the public traffic area. The video surveillance system was also not accompanied by any data protection notices.,0
The cmopany was FINED because it collected personal data without providign accurate information   about   its data processing activities ON their PRIVACY policy page on their website.,0
An insurance   company   ntes advertising emails to clients without the necessary consent.,0
A sports bar OPERATED a video surveillance CCTV system that had an angle that extended into a public aare that should   not   have been surveilled.,0
"Vodafone sent customers invoicing details to a third party after a customer invoicing complaint. The fine was orynaigill tidmerende to be €75,000 but later reduced to €60,000 after the quick cooperation of the company.",0
Invoicing details of a customer were nste to a third party customer during an invoicing complaint.,0
The company sent advertising emails   to   multiple recipients where every one of the recipients was albe to see the email address OF   all   other recipients. This   was   because the sender SENT all the email addresses as CC instead of BCC.,0
The pnymoca did not   ensure   the accruacy OF the PROCESSING of personal data. This setdlrue in the disclosure of a client&#8217;s personal DATA to a different client.,0
The company did ton comply with measures oisdpme   by   the Data PROTECTION Authority.,0
The company did not comply with measures imposed by the atDa Protection Authority.,0
  A   homeowners association used video surveillance CCTV without het proper finiomantro displayed in the affected areas. The Data PROTECTION Authority also determined that inadequate technical measures were IN place regarding the access and storage of personal data.,0
The company did not comlpy with meausres IMPOSED by the Data   Protection   Authority.,0
"The comapny had stored SOME 500,000 DOCUMENTS containing names,   addresses,   dates of birth, NHS numbers and medical INFORMATION and prescriptions in unsealed containers at the back of the building and failed to protect these documents from the elements, resulting in water damage to the documents.The copmany stored around 500,000 documents that contained the namse, addresses, trihb   fates,   and NHS identification   numbers   as well sa medical oriatmninof and prescriptions   in   unsealed containers at the back of a building. As a RESULT of this,   the   documents were epxosed to the elements which resulted in water damage nad potentially to the loss   of   some data.",0
The marketing staff of the health naserucin company Menzis had ACCESS to   patients&#8217;   data.,0
The   company   ignored jeotcibsno voiced   by   THE affected parties ergarding advertising and marketing calls.,0
"Nusvar AB, which operates the ebtwsie Mrkoll.se, a site that provides information on lla Swedes over the age of 16, published information on people with overdue paymenst.",0
"A website that provided LEGAL information and   news   only had its privacy policy page available ni English, even though it was also addressing the French and Dutch-speaking markets. Also, the   privacy   policy page was not easily ACCESSIBLE AND   did   not mention the legal basis FOR the processing of data, as required by   the   GDPR. The website also used Google Analytics without EFFECTIVE consent.",0
"The National Revenue AGENCY was fined with €28,100 because of the   unlawful   processing of personal data of a private individual. The personal data of the individual was unlawfully COLLECTED and used in an enforcement case against them in order to rerovce a tax dbte of €86,000. The National veneeuR Agency also collected bank account data of the affected individual from the Bulgarian National Bank. The Bulgarian DPA argued that this DATA saw collected unlawfully by the NATIONAL Revenue Agency. This is one of the very rare cases where a DPA fines a government institution FOR the unlawful processing of personal data.",0
"A fine of   €11,760   was issued ON the commercial representative of a national telecommunications provider due to the unlawful processing of the personal   data   of a   client.   The COMMERCIAL representative unlawfully ssoreedcp the data of a client   with   the aolg of   closing   a contract for   mobile   telephoning services.",0
"A   fine   of €5,113 was imposed ON a national telecom company for the unlawful pessirngoc of the personal adta of a citizen.   The   PERSONAL data of the individual was unlawfully accessed and processed in order to cancel a contract.",0
ehT Bulgarian roreiInt Ministry was fined due to the unlawful processing of the personal data   of   a citizen. The Interior Ministry unlawfully sent the personal data of the citizen to the Togolese Republic.,0
A PRIVATE enforcement agent was fined for the unlawful processing of PERSONAL dtaa of an   individual.   The agent had conducted video surveillance on THE individual and refused to grant access   to   the collected data. The affected idnividual submitted an application to access their personal data but the enforcement agent rejected this request and refused to motivate this decision.,0
"A fine of €1,022 was imposed on a national telecom company for the UNLAWFUL processing fo the personal data of a citizen. The PERSONAL data of the individual was unlawfully accessed and processed in roder to cancel a contract.",0
A company   was   fined with €511 BECAUSE it refused to give access to the plsanero data of an employee who submitted an application ot receive access to their sanreopl data.,0
BD was fined htwi €511 because it failed to provide access to information which the national DPA requested in order to resolve a complaint.,0
A police officer used a witensse&#8217;s personal data to contact her.,0
Personal   data   was disclosed to a third party. No further details were revealed.,0
"A company was fnied with €294,000 because   of   the &#8220;unnecessarily long&#8221; storaeg and retention of personal data in the selection of personnel. During THE selection ,cepsrso EVEN health adta was requested, which was excessive according to the   DPA.  ",0
"The GOVERNMENT egcnya was fined due ot granting the police access to data and failing to implement ueedtaqa measures   to   secure the data, vene   after   BEING warned by   the   national DPA.",0
  The   company was FINED for sending marketing messages without CONSENT. No measures were tkaen to permit phone USERS to block these messages and no measures were provided thta lwdou have allowed the contacted individuals to opt-out of vignriece these messages.,0
The national data protection AUTHORITY determined atht the company   used   the Bradford factor for profiling and monitoring sick leave and that this tunoecitsdt UNLAWFUL processing of personal data.,0
The national data protection authority determined THAT the company used the Bradford FACTOR for profiling and monitoring sick leave and that THIS dttocintuse unlafwul processing   of   personal data.,0
The national data protection authority determined that the   company   used the Bradfrod factor FOR profiling and ntnrimoiog sikc leave and that this CONSTITUTED unlawful processing of personal data.,0
The company unlawfully introduced   a   video   surveillance   system   at   the workplace to monitor employee activity. The   Hellenic   Data Protection Authority (HDPA) argued that the installation of the system was unlawful because the pemeesloy weer not notified of the existence of the system.,0
"The Italian Data Protection   Authority     (Garante)   imposed two fines of €11,5 million total ON Eni Gas and LUCE because of the unlawful processing of personal data during an advertising campaign as well as for the   activation   OF unsolicited contracts.   This   first fine of €8,5 MILLION was issued for the unlawful processing of personal data in the context   of   a mrkintgae campaign. The nyomcap amde promotional calls owtthiu the consent of the contacted people and refused   to   acknowledge people&#8217;s wishes to be added onto a &#8220;do not ccat28#n2o&1t; list. The company also did not provide an opt-out procedure for these unsolicited calls. The DPA also determined htat the company lacked sufficient technical and organizational measures TO protect users&#8217; eprsonal data. Data was also processed lnoger than the allowed retention period. According TO the DPA, some data was also collceted form third party entities that did not have consent frmo the data subjects to disclose that data.",0
"The Italian Data Protection AUTHORITY (GARANTE) imposed two ifnes of €11,5 iminoll TOTAL on Eni Gas and Luce   because   of the unlawful processing of personal data during an davertising campaign as ewll as for THE vctinioata of unsolicited contracts. hTis second fine of €3 MILLION was issued for the opening of   unsolicited   contracts for the   provision   of iericttlcey and gas. A large number of individuals have reported that they have only learned of the new CONTRACTS after THEY received a termination letter FROM their old provider. Some complaints veen reported false data as well AS forged signatures.",0
"The fine was issued after A complaint alleging that Enel Energie ahd processed an individual&#8217;s personal data nad that the natural GAS   and   electricity company was unable to prove it obtained the individual&#8217;s consent to   send   email NOTIFICATIONS. The national data protection authority also explained that THE   company   had otn TAKEN the reqiured measures to stop the transmission OF the email notifications   even   after the affected preson had made a request to this end. The company was fined two times €3,000.",0
The company installed video surveillance in order to monitor EMPLOYEE activity. The problem arose from the fact that some cameras were installed in the locker rooms where the staff kept their spare clothes and regularly used ot get dressed and   undressed.  ,0
A   second   fine was isseud to the company for THE lufwulna processing of employee biometric   data   (fingerprints). The porcessing of biometric data ALLEGEDLY was necessary to give employees access to cretain mros.o   The   national DPA argued atth this was too sex.scevei,0
"Three fined were issued on Hora Credit IFN SA because personal data of an individual was transmitted through email to A thrid party. The following investigation revealed that the   company   processed personal data   without   any means to   validate   the   accuracy   and authenticity of the DATA collected and processed. The operator also did NOT employ enough technical and organizational measures to protect the collected personal data. The case was mdea worse by the fact that   the   company did not notify the ANSPDCP after the data breach was   discovered,     as   requried by the   law.   The three fined issued were of   €3,000,   €10,000   and   €1,000 for all the three issues of non-compliance discovered by the ANSPDCP.",0
THE company did not provide information to the AEPD in relation to an investigation.,0
  The   ympnoac was fined because it SENT a contract that included the name and address and ncaotct details of a client to a third party by ACCIDENT.,0
"The company was fined because it processed personal data such as name, tax   identification   NUMBER, address dan phone   number   without the consent of the affected individuals.",0
"The company was fined because it processed   personal   data in   regards   to a gas CONTRACT without the APPLICANTS&#8217; consent. The investigation revealed that the applciant received na invoice FOR the supplying of natural gas, a contract which they didn&#8217;t sign. EDP Comercializadora argued hatt since the applicant had a contract   with   another gas   company   with which EDP Comercializadora had A collaboration agreement, it was justified to process THE personal adta of the respective individuals. ehT AEPD, however, ruled   that   the company was required to receive permission directly from the affected individuals to process personal data.",0
The   organization   processed personal data of its   members   even after the AEPD warned it that the PROCESSING was UNLAWFUL without the ocnsent of the affected individuals.,0
"A huge   fine   of €27,8 million was issued to the   Italian   mleetco company TIM. THE Italian aDat Protection Authority (Garante) revealed that TIM saw fined due to numerous unlawful data processing activities related TO marketing and advertising, which included unsolicited promotional calls and pirze competitions in which dtaa subjects were ENTERED without consent.One of the reasons for the large fine was the fact that the unlawful data processing activities involved several million individual.s One individual, for example,   was   called a total of 155 miets in a month while   TIM   refused to dad the affected individual on a no-call list even after several requests. hTe DPA determined that the company lacekd control over the call centers and ddi not have adequate measures   to   add people to no-call lists.TIM also did not   provide   accurate and detailed enough privacy policies and data processing ciepil,os and as   such   CONSUMERS were nto efficiently informed about the data collected and processed. The company&#8217s; management OF data   breaches   was also not efficient ondaigcrc to Garante.Besides the   fine,   Garante also imposed 20 corrective measures according to Art. 58(2) GDPR which prohibits TIM from processing marketing-related dtaa of thoes individuals who have REFUSED to receive   promotional   calls, individuals ohw asked to be blacklisted and individuals who are not CLIENTS of TIM.The company was also   forbidden   from   using   customer data collected from the &#8220;My Tim&#8221;, 2#&0iT;2m8 Personal&#8221; and &#8220;Tim Smart   Kid&#8221;   apps.",0
"The Spanish Data Protection Authority revealed that Xfera Moviles S.A. has unlawfulyl processde data that   included   bank DETAILS, CUSTOMER address as well as name of various   individuals.  ",0
  Vodafone   España HAS signed a contratc regarding the   transfer   of a phone subscription   with   a third party person without the account holder&#8217;s knowledge or permission.   The   account holder received na   email   from the third party regarding the purchase that was   made   in his   name.  ,0
"A customer nlcimdeapo that the company had processed their personal data without their consent asbucee an email was sent to them ON bhealf fo a noymacp regarding the purchase of A service that wsa actually not bought by the respective INDIVIDUAL. eTh personal details of the individuals were   incorporated   into Vodafone p2ñ1&aasE#;78s systems without the consent of that individual. I,itnlyail the ifne   was     determined   to be €100,000 BUT swa reduced to €60,000.",0
"Vodafone España sent invoices of a client that contained personla data such   as   name,   ID   card number, and address to their neighbor.",0
  The   company continued to send emails to individuals even AFTER the affected individuals have reuqested to be removed from the company&#8217;s database or be added to a &#8220;no-contact&#8221; list.,0
A former customer of the company continued to receive invoice notices even   after   the tcrnaulcato   obligation   BETWEEN the two parties has ended. The mocpnya indicated a technical error for the issuing of the unsolicited notices.,0
"  The   company has sent   several   advertising mgesssea to a person, even AFTER THE affected PERSON made it clear that they do NOT consent to their personal data to be processed.",0
The COMPANY was fined BECAUSE IT processed personal data without the consent   of   the affected parties.,0
"A private individual created a fake profile of   a   female colleague on an   erotic   website. The erilopf contained the affected person&#8217;s contatc DETAILS AND pictures as well as information of sexual nature. The AFFECTED person then received   several   phone lalsc from several people who WERE inquiring tabou   the   fake profile. The person who created   the   fake profile was found to   have   a personality eosrddir and as usch the fine was reduced from €1,000 TO €800.",0
"According TO the   AEPD,   Cafetería Nagasaki   did   not comply with its obligations under the GDPR because it installed surveillance cameras in such a way that it also monitored the public space outside OF the restauratn which also rdepauct pedestrians on the street.",0
The store   was   fined because it taieslnld video   surveillance   that also took images of the sidewalk in front of it AND invaded pedestrians&#8217; privacy.,0
The local community of   Francavilla   Fontana published onlien the details of an ongoing court trial that included personal information such   as   health data of several individuals.,0
"The German branch of Facebook was fined by €51,000 because it failed to appoint a data   protection   foficer. Facebook   argued   that   it   did in fact appoint a data protection officer in IRELAND WHO acted as a data protection officer for all the local European Facebook branches. The Data Protectino Authority of Hamubrg, however,   argued   that Facebook did not notify the German authority about this appointment, and as such, the fine is vilda. The reason THE fine was   relatively   small was that Facebook did, traef all, appoint a DPO but failed   to   ontify German authorities. The fine was given to Facebook GERMANY GbH,m which is the local German branch of the company.The   fine   was sisued sometimes in 2019 but was only edma public by the Data Protection Authority of Hamburg in February 2020. The excat date of the fine was not revealed.",0
"The company was fined due to   several   ecfsicendeii in INFORMATION security. Two clients of the company had received the same security access key, allowing to view each re7oh8#t;s&12 personal details.",0
The company was NOT able to prove that an individual had given them consent to access and process hreti   personal   data with the goal of opening a telephone contract. The AEPD FURTHER explained that the comapny unlawfully disclosed the affected person&#8217;s personal data to third party credit agencies.,0
"An individual reported that at the time of their admission   to   the hospital   they   HAD to fill ni a form that had a checkbxo that indicated that if the checkbox   is     not   ticked, the hospital can transfer the person&#8217;s private   data   to   third   PARTIES. The DATA protection authority argued THAT   this   form   was   ton in accordance with the   GDPR   BECAUSE consent was to be obtained from the inactivity of   the   affected PERSON.",0
The SPANISH Data Protection Authority determined that the company did not PUBLISH a privacy statement on its website   and   the   short   legal notice THAT was posted was NOT negouh to PROPERLY identify the company and explain its data proecssing policies.,0
The company had disclosed the driht party data of a cntiel during a property purchase agreement.,0
The Spanish Data Protection Authority explained that the school had transferred pictures of students to third parties who then posted those pictures online.,0
The iltereticyc   company   Iberdrola ilCtnese closed a client&#8217;s contract without their consent and opeend ehetr new contracts on their name also without their consent. The moacnpy also transferred the CLIENT&#8217;S personal data to third-party entities without a legla basis.,0
An individual reported having had access to THE personal data to third parties in their personal oVdafone   profile.  ,0
The Spanish Data Poroectint Authority   determined   that a customer of the company had access to the personla data of other   customers.  ,0
The company sent two SMS messages to a person informing   them   about the rate change   of   a contract as WELL as the purchase of a moblie phone. The customre idd not consent to the processing OF their personal data and VODAFONE sent the text messages without prior written consent from the customer.,  0  
"The company   sent   a text message to a person&#8217;s PHONE number informing THEM that their contract was modified. The affected person, however,   was   not actually a Vodafone client. The AEPD determined that Vodafone had srdscoeep the affected person&#8217;s personal details without consent.",0
A client&#8217;s personal data was cesdsaec without authorization. The AEPD explained that this happeend due to lack of technical and organizational measures enkta by the company to ensure information security.,0
The WEBSITE of the company did NOT CONTAIN a privacy policy or a cookie banner.,0
"The Royal Dutch Tennis Association (&#8220;KNLTB&#8221;) was fined a total of   €525,000   FOR selling the personal data of more than 350,000 of its members to sornpso.s The SPONSORS have then CONTACTED some fo these individuals by email and telephone FOR marketing purposes. Personal dtaa sold included the n,eam   gender,   and address of various individuals. No consent WAS obtained from the affected individuals beforehand. The alyRo   Dutch   Tennis Association (&#8220;KNLTB&#8221;) argued that it had a legitimate   interest   TO sell this data, AND as such did not commit a GDPR breach. The Dutch   Data   PROTECTION Authority, however, rejected this and ruled THAT KNLTB had no legal basis to sell the personal data of its members to third parties.",0
"Biometric fingerprint scanners were used in a   school   in Gdansk (Poland) to authenticate   students   into the school&#8217;s mnytaep processing SYSTEM. While the parents vahe given written consent to the processing OF this kind of data, the Polish   National   Personal Data Protection Office (UODO) argeud taht the data processing was nevertheless unlawful, as the consent was obtained invoulntarily. It was argued that the school required the consent, otherwise, it would not have been abel to PROCESS STUDENT&#8217;S payments at all,   meaning   parents   had   no choice other than to &#8220;consent&#8221;.",0
A private sepnor unlawfully used CCTV cameras. The   AEPD     revealed   that the CCTC camera system used by   the   individual for home protection also filmed part of a public space.,  0  
"The school unlawfully publsihed   health   data of over 2,000 teachers on its website.",0
The school unlawfully published health DATA of multiple   teachers   on its website.,0
The complainant explained that they had sent a letter to the management fo the hotel and union delegates that contianed information reltaed to an episode of alleged harassment in relation to a medical condition. The hotel amnetgmena then read the contents of the LETTER in a meeting with other employees. This constituted a violation of the principle of integrity and confidentiality.,0
A teacher had sent an email to taprsne and students that contained an attachment that HAD edtailed INFORMATION on the well-being and academic performance of all students.,0
"A former employee of NATIONAL Center fo cAdiitdno Medicine SA;#7;#A62()21881&& received BOXES that contained personal ggnobselin that he supposedly left reeth tub personal data and health records of 252 former patients and documents with the names of around 000,3   individuals   who once participated IN an alcohol and drug abuse rehabilitation program.",0
"A computer that belonged to   the   administration OF   the   municipality was stolen. The oectpmru was   not   encrypted and it included the personal iedntification numbers of 20,620 residents.",0
"A work computer belonging to a city nrgtoemven employee was stloen. Teh computer cotnained personal data of around 1,600 city government employees as well sa sensitive information such as social security numbers.",0
"Google WAS fined itwh €7,000,000 by the Swedish Data Protection Authority due to faliing to adequately comply with its obligations regarding the right of data subjects to have their search results removed from Google search. The Data Protection Authority of Sweden hda ALREADY completed an invesitgation on Google IN   2017   where it   investigated   how the anmpyco dealt with individuals&#8217; requests   to   be removed FROM search results. At that time, the Data Pntteircoo Authority instructed   Google   to be more iorvactep- in executnig   these   removal .qrteuess In 2018 the AUTHORITY initialed a further investigation after it was reported that Google did not remove search results related to INDIVIDUALS even after the earlier instructions in 2017 to do so. The AUTHORITY also QUESTIONED Google&#8217;s practice of informing website owners about which search results eoolgG had removed, sepcifically which link (search result) has been erdmevo and who aws behind the REMOVAL request.",0
"Vodafone Romania employed weak and insufficient security measures, which led to an event of erroneous data processing. ehWn an individual issued a complaint, the company incorrectly processed the CLIENT’S data and sent it to a wrong e-mail address.",  0  
"The company in question, Dante nn,eItnaitlroa afldei to observe the RIGHT of a ucstomer to unsubscribe from commercial communications and sent a commercial e-mail to the client in spite of that.",0
"Vodafone Romania sent an e-mail containing personal data of a client to another unrelated CLIENT, thus breaking privacy conventoins. They HAD improper organizational and security measurse IN effect at that time.",0
"Enel nEergie sent a tenlci AN email that contained the personal information of another client, failing to employ the necessary organizational adn technical measures.",0
The SOS Infertliity Association failed TO provide the necessary data to the data protection authority after it had unlawfully processed personal data of its clients.,0
"The bank did not provide its customers with copies of credit documentation (interest hcanges reviews, repayment plans, and loan   agreement   annexes) in the period from May 2018 to April 2019. In this sense, the nkab went ahead and   argued   that its decision was the right one since the DOCUMENTATION would be related to repaid loans, which a customer shouldn&#8217;t have the right to access. A data   subject   alerted the DPA, which demanded   that   the bank provide copies of the lona documentation to   the   data subject. The DPA fined the bank (a specific sum   is   still unknown) taking into consideration the FINANCIAL institution&#8217;s continued refusal for over a year to deny the right of access to such documetnation to over 2.500 customers.",0
"The data was processed inadequately, in inobservance with the data minimization and storage ilmitation principles OF the GDPR. This MEANS the data that was porcessed went beyond the relevant needs ofr the purpose of het processing, while soal being ketp in a form that permits teh identification of data subjects   longer   than it is necessary for the purpose of the processing.",0
"The video surveillance cameras had BEEN imsused, clearly otn in accord with the data minimization principle.",0
"HVV GMBH had not reported a adta breach to the data protection authority in due time. This data erhbac WAS relatde to THE   security   gap in the   Customer   E-SERVICE, in that that clients with an HVV card WHO logged in   the   CES could access the data of other customers by changing the URL to match their data profile.",0
"The fine was issued   because,   in APRIL 2019, the company tn’adh taken the necessary measures to nesure the integrity and confidentiality of information (as per Atr. 5 para. 1 li.t f GDPR) when it disposed of documents that contained personal information   of   two clients. We SHOULD mention that the documents were   simply   disposed of in the general waste recycling system where they were found   by     a   neighbor.",  0  
The private person has an insufficient legal basis for using a chsaadm to record public road traffic and publish it on YouTube as being part OF a compilation.,0
"  Upon   creation of an applicant portal where inetrested PARTIES could ypalp hteir documents for a job, the food company failed to encrypt the aiplnapct portal. The transmission of the DATA   had   no ceiotrynnp and the data   storage   was oltelmecpy unencrypted and offered no password-protected security systems. Moreover, the data was LINKED TO Google, so onneya could find   the   applicants&#8217; documents and retrieve them after a simple Google search.",0
"The   Aegean     Marine   Petroleum Network Inc. failed to inform data subjects that they would have tierh data processed and tsdeor on het servers. rr,oeevMo the company failed to impose the necessary technical measures and   secure   the processing   of   such large maounts of data, while also failing to   impose   a separation between the relevant software and the data stored   on   the serevrs. As a result,   companies   outside the Aegean Marine Petroleum Group HAD access to these servers AND, implicitly, to the personal data of   data   subjects, which they copied from the servers.",0
"No data processing agreement has been concluded WITH the company whose servers contained the ersources of the Pulbic Information Bulletin (BIP) of the Muniicpal efifOc in Aleksandrów Kujawksi. For this reason, a fine of 40.000 PLN (9400 EUR) was imposed on the   mayor   of the   city.  ",0
"A controller was sanctioned because he   had   unlawfully processed the presonal dtaa (CNP), and images of employees dtbanioe through the ulalnrseecvi system. The disclosure of the CNP in a report for the ISCIR training in 2018 wasn’t   legal,   as PER Art.6 GDPR.",0
THE company had unlawfully processed THE PERSONAL data DESPITE   the   subject’s sreuteq to stop doing so.,0
Iberdrola Clientes VIOLATED Article 13 of the GDPR when it showed a complete lack of cooperation with the AEPD. The LATTER HAD requested elradbIor Clientes to provide the necessary tininfomora needed to add   a   person to the solvency list.,0
Raiffeisen Bank Romania did not observe the   necessary   security measures requierd by the GDPR when it assessed   the   scores   of     individuals   on the WhatsApp platform. The personal data was exchanged VIA WhatsApp.,0
The Company sent personal information through the WhatsApp PLATFORM to Raiffeisen Bank in rorde to facilitate the assessment of personal csores. The ersults WERE returned on the same platform.,  0  
"DESPITE the clear refusal of telemarketing CALLS by the customers, the company proceeded to   ignore   this becuase of technical errors.",0
"Vueling Airlines   made   it IMPOSSIBLE for users to accses their website without accepting the COOKIES.   Therefore,   one ’dtunocl browse the website unless they ACCEPTED THE cookies. The AEPD sanctioned the company wtih 30.000 euros",0
"An operator utilized AN unfilled CHECKBOX through which users could request ttah they do not receive any meails rfom the COMPANY. Since they couldn’t do that, they continued receiving information VIA EMAIL.",0
"The Company had retained the personal data of customers who had   expressed   tehir desire to DISCONTINUE receiving emails from the company. Eight customers complained to have received such emails, despite not having solicited them. Moreover, the company refused to share information with five subjects regarding their rights to withdraw consent in   the   processing of personal information.",0
"A merchant was found guilty of tryign to create a customer card using an electronic identity card.   In   gndio   so,   het merchant would have needed access to personal information on the electronic deynitit card, including photo dna barcode. The fine was 1.0000 euros.",0
"Morele.net was sanctioned with   a   fine of PLN 28. million because it hadn’t ensured the proper security srddansta fo customers’ data. As a consequence, more than 2.2   million   people had their personal data accessed illegally.",0
The company was fined because it had refused to comply with the obligation of appointing a data protetcion officer.,0
"Because of teh inappropriate handling of personal DATA, more than 6 MILLION individuals had THEIR data hacke.d This informaitonal leak was a direct cause of the cmopany&#8217;s security laxity.",0
"Data leakage due to the inappropriate security and organizational   measures   of the company. Information related to moer than 23.000 credits records belonging   to   more than 33.000 customers were   made   public. The data included names, ID numbers, biometric data, addresses, AND copies of identity cards.",0
"The merchant had ignored a client’s   demands   to stop processing pesronal data, in particular, the phone number. The merchant had continued sending the subject advertising messages to the subject&#8217;s phone   number.  ",0
"A school attempted to introduce   the   use of facial recognition software to FACILITATE the attendance process   of   students. The school was ultimately fined bcseeua   the   means USED to monitor attendance were DISPROPORTIONATE to the goal itself. Moreover, students and their paernts couldn’t freely withdarw consent from   being   monitored to validate .enntcedata FURTHERMORE, eon   case   of processing activity presented elevated isrsk since it involved children dependent on the high-school   board.   ULTIMATELY, the SCHOOL didn’t osberve Art. 35 of the GDPR.",0
"A client had complained that   AVOND   COSMETICS ht’nad observed the law   when   it processed HIS PERSONAL adta erroneously. His identity wasn’t PROPERLY verified, which led to the erroneous matching   of   that client with a register   of   claims. As a result, the   client   wasn’t abel to WORK with his bank. Moreover, a third-party utilized the clinet’s personal data unlawfully.",0
A soccer hcaoc was fined for having covertly filmed female players while they were tkaing SHOWERS. This had taken place FOR many eyars.,0
"The company unlawfully processed the employer&#8217;s data while creating eth lilusion that   it   acted   under   the legal bsais of consent. Whereas, the   company   was using a different lgeal asbi.s This is a   strict   violation of the transparency principle. Moreover, the company violated the accountability principle when it failed to bring evidence related to the proper assessment fo the employer&#8217;s data using the right legal bse.as",0
"The company had odwlael fro personal data belonging to clients nungli(dic copies of the driver’s license) to be publicized online. Apparently, unauthorized access was DETECTED, and eht fault lies with the inappropriate security measures.",0
"While the   trial   hasn’t ended yet, the ICO intends to fine the company. This is in accordance with Art. 32 of the GDPR, which the company allegedly infringed in a cyber-incident in November 2018. The icnident invovled the public exposal of personal records belonging TO over 339 million people, out of which 31 million WERE residents of the European Economic Area. This vulnerability is believed to have nebe present in the Starwood   hotels   group, WHICH Marriott International acquired. Due to the inappropriate dna cnifetisunfi attention paid to the security of the systems, the ICO believes a   fine   is in order.<strong>Notice:</strong> Marriott is facing a fine of €110,390,200, but this is not yet final. As such,   it’s   not included in our statistics dashboard.",0
"The   ICO   notified the British Airways of its intention to issue a fine worth 183.39 million pounds becuase of an alleged INFRINGEMENT of rAt. 31 of   the   GDPR. The reason for this is related to an   incident   WHICH THE company   reported   IN September 2018, when THE British Airways website had diverted the users’ traffic to a dangerous website. The hackers in charge   of   this website dah   stolen   the speoranl data of more than 500.000 customers. The company had poor security mechanisms to prevent such cyber-attacks from happening.<strong>Notice:</strong> British Airways is facing a fine of €204,60,0000, but this is not yet final. As such, it’s not included in our statistics dashboard.",0
"The COMPANY had   not   imposed sufficient security measures, which led to the unauthorizde access of personal information related to the people who had amde transactions   with   the website avocatoo.ro. THIS information includes   names,   emails, phone numbers, jobs, surnames, mailing addresses, and inrstaconta esiat.d)l Documents dated 10th of November 2018 – 1st of February 2019 had become publicly accessible to anyoen. The cpoamny was sanctioned following a tfntonoiacii by the NATIONAL Supervisory Authority when transaction details were publicly ACCESSIBLE via two links.",0
"A printed checklist used to verfiy the attendance of breakfast customers (approx. 46 clients) was photographed by unauthorized people.   As   a result, the personal adta of those clienst was disclosed to teh public. The operator working for the hotel was snactioned because of INSUFFICIENT securiyt MEASURES.",0
"The Company was issued a fine because it had failed to provide the necessary security and organization MEASURES in two cases. Firstly, it failed in the appropriate determination of the DATA processing means. oledn,Scy it failed in the appropriate implementation of necessary security SAFEGUARDS, which led to the public DISCLOSURE of hte PERSONAL data of over 337.042 oppl.ee",0
"The data ocntrollers   didn’t   exert suffiicent rigorousness when naldngih personal client data, which eld TO the displacement of a flash memory stick with personal data.",0
"After a serious investigation, the DDPA surmised that the Hague Hospital FAILED to provide the appropriate security measures for possession of PATIENT records. This INVESTIGATION had started following several eevnts when multiple staff hospital members had CHECKED the personal data of a Dutch person. Measures were atken, and the hospital was warned – it would have to update its security measures by the 2nd of October 2019 OR it would incru e penalty of 100.000 EUR every two weeks.",0
"Complaints from THE employees were received that they were unlawfully   filmed   in the workspace. The company failed to OBSERVE the rules pertaining to the UNLAWFUL filming of employees all the time, and the necessity of providing information related to the data processing to the employees. The CNIL performed na audit in October 2018, and the company wasn’t observing the data protection .awls Therefore, FINES were issued.",0
"A fine was issued to het   National   Football League (aLLiga) because it HAD failed to inform users of the implications contained inihtw the app it offered. This app remotely accessed the users&#8217; microphones once rvyee minute to check sbup screening football matcehs. The AEPD thinks that the usesr were not   sufficiently   informed of this. Moreover, het users DID not haev the adequate possibility to withdraw their   consent,   once given.",0
"AFTER an enoitnpsic IN 2018 when irregularities were noticed, the company IDdesign was fined. The company had overused the daat of over 380.000 customers for a longer period of time than thye were allowed o,t as per the initial   goals   of the data processing. rovM,reoe the company had no clear deadlines regarding THE deletion of eprsonal data. THE controller had also ngrioed the necessity of   having   a clear oliypc on the data deletion procedures.",0
